Genome,Compound_name,growth_rate,Compound,Metabolite,Higher.Level.Classification,ex_agree,vit_grow,vit_gr_rate,vit_agree,single_agreement,agreement,agreement_status
1A01,pectin,12.20441283,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
1A01,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A01,propionate,0,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,1,0,0,0,0,0,org_agree
1A01,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,0,0,0,org_agree
1A01,proline,1.697890074,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,1,28.757640756459143,0,0,0,org_agree
1A01,pullulan,3.524878495,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
1A01,pyruvate,4.838842784,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
1A01,raffinose,0,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A01,ribose,3.460146055,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
1A01,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A01,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
1A01,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A01,serine,2.953249076,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
1A01,starch,3.648574203,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
1A01,succinate,3.988907296,EX_succ_e,Succinate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
1A01,sucrose,0,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A01,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
1A01,taurine,7.952600527,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,0,0,0,-1,-1,-1,false_neg
1A01,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A01,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
1A01,thymidine,0.856679497,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,0,0,single_rescue
1A01,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A01,tyrosine,3.035367796,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
1A01,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
1A01,uridine,3.428648603,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,0,0,single_rescue
1A01,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A01,xylose,0,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A01,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
1A06,acetate,0,EX_ac_e,Acetate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A06,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,1.5010287843089607,1,0,0,single_rescue
1A06,oxoglutarate,0.57929462,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,-1,0,0,-1,-1,-1,no_ex
1A06,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,arginine,0,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,1,1,19.013778786903263,1,1,1,false_pos
1A06,asparagine,0.692085506,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
1A06,aspartate,0.41851163,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
1A06,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
1A06,butyrate,0,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,1,0,0,0,0,0,org_agree
1A06,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,cellobiose,1.793760898,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,1,31.899153963620705,0,0,0,org_agree
1A06,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
1A06,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,41.58782861151504,1,1,1,false_pos
1A06,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,42.96086467553261,1,0,0,single_rescue
1A06,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
1A06,fructose,14.96003057,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,1,31.89915396362088,0,0,0,org_agree
1A06,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,fumarate,0,EX_fum_e,Fumarate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,galactose,0,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A06,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A06,glucosamine,14.78357648,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,0,1,31.655232680553265,0,0,0,org_agree
1A06,glucose,2.023461952,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,1,31.899153963620808,0,0,0,org_agree
1A06,gluconate,0,EX_glcn_e,D-Gluconate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,glucuronate,0,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A06,glutamine,0,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,glutamate,0.768931236,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,0,0,single_rescue
1A06,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,glycerol,0,EX_glyc_e,Glycerol,Alcohol,1,1,29.89976641505171,1,0,0,single_rescue
1A06,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,glycogen,0.300004854,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
1A06,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,isoleucine,0,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A06,lactate,0,EX_lac__L_e,L-Lactate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,lactose,0,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,1,1,31.899153963620755,1,0,0,single_rescue
1A06,leucine,0,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,maltose,4.033903328,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,1,31.89915396362097,0,0,0,org_agree
1A06,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,1,31.89915396362079,1,0,0,single_rescue
1A06,mannose,0,EX_man_e,D-Mannose,Carbohydrates/Derivatives,1,1,31.899153963620908,1,0,0,single_rescue
1A06,melibiose,0,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,1,1,31.89915396362087,1,0,0,single_rescue
1A06,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,mannitol,1.832139138,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,1,31.89915396362088,0,0,0,org_agree
1A06,pectin,2.573017428,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
1A06,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,propionate,0,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,1,0,0,0,0,0,org_agree
1A06,proline,0,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,pullulan,0,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,pyruvate,0.841266812,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
1A06,raffinose,0,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,1,1,31.89915396362088,1,0,0,single_rescue
1A06,ribose,1.977268437,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
1A06,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
1A06,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
1A06,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,1,4.191321877556721,1,0,0,single_rescue
1A06,serine,0.825323142,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
1A06,starch,1.769359871,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
1A06,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,1,0,0,0,0,0,org_agree
1A06,sucrose,0,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,1,1,31.89915396362057,1,0,0,single_rescue
1A06,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
1A06,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
1A06,threonine,0.882093195,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
1A06,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
1A06,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,42.33447836337734,1,0,0,single_rescue
1A06,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
1A06,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,41.68493835283109,1,0,0,single_rescue
1A06,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
1A06,xylose,0,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
1A06,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
3B05,acetate,4.233203837,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
3B05,oxoglutarate,5.963034764,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,-1,0,0,single_rescue
3B05,alanine,3.121573803,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
3B05,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,arginine,1.052590133,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,asparagine,3.903862451,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,aspartate,1.912621749,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,butanol,1.56858775,EX_btoh_e,Butanol,Alcohol,-1,0,0,-1,-1,-1,no_ex
3B05,butyrate,2.925498696,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,0,0,0,-1,-1,-1,false_neg
3B05,benzoate,1.844582788,EX_bz_e,Benzoate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,cellobiose,0,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,citrate,5.009390923,EX_cit_e,Citrate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
3B05,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
3B05,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
3B05,ethanol,1.729251737,EX_etoh_e,Ethanol,Alcohol,0,0,0,-1,-1,-1,false_neg
3B05,fructose,4.022708302,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,fumarate,4.657777754,EX_fum_e,Fumarate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,galactose,0,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,galacturonate,2.930393852,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,glucose,4.220124628,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,gluconate,5.254451186,EX_glcn_e,D-Gluconate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,glucuronate,3.143150083,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,glutamine,2.067187189,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,glutamate,1.560417414,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,glycerol,2.731052479,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,0,0,single_rescue
3B05,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,0,0,0,0,0,0,org_agree
3B05,glycogen,0,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,isocitrate,7.270759177,EX_icit_e,Isocitrate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,isoleucine,0,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,inositol,3.055279332,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,lactate,4.482367374,EX_lac__L_e,L-Lactate,Carboxylic Acid,-1,0,0,-1,-1,-1,no_ex
3B05,lactose,0,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,leucine,0,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,malate,3.188788564,EX_mal__L_e,L-Malate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,maltose,0,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,mannose,0.738219843,EX_man_e,D-Mannose,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,melibiose,0,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,mannitol,3.251594922,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,pectin,0,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,propionate,2.29038463,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,propanol,2.004677565,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,-1,-1,-1,false_neg
3B05,proline,4.319450185,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,0,0,single_rescue
3B05,pullulan,0,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,pyruvate,8.236922936,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,raffinose,0,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
3B05,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,serine,1.058876163,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3B05,starch,0,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3B05,succinate,4.624842071,EX_succ_e,Succinate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3B05,sucrose,0,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
3B05,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
3B05,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
3B05,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
3B05,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
3B05,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
3B05,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3B05,xylose,0,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
3B05,xylitol,1.138197001,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
3C02,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
3C02,acetate,1.065218196,EX_ac_e,Acetate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3C02,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3C02,glcnac,1.336295285,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,0,0,0,-1,0,0,single_rescue
3C02,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,1.3921589991566563,1,0,0,single_rescue
3C02,oxoglutarate,6.111689673,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,-1,-1,-1,false_neg
3C02,alanine,1.528616117,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3C02,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
3C02,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3C02,arginine,0.839978475,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,0,0,0,-1,0,0,single_rescue
3C02,asparagine,1.547917093,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3C02,aspartate,2.681127101,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3C02,butanol,0,EX_btoh_e,Butanol,Alcohol,1,0,0,0,0,0,org_agree
3C02,butyrate,0,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,1,0,0,0,0,0,org_agree
3C02,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
3C02,cellobiose,2.90817539,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,1,4.293485182258355,0,0,0,org_agree
3C02,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
3C02,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
3C02,cysteine,1.900040101,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
3C02,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,14.33199008431422,1,1,1,false_pos
3C02,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,1,17.08627550134455,1,1,1,false_pos
3C02,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
3C02,fructose,4.714341731,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,1,4.293485182258319,0,0,0,org_agree
3C02,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3C02,fumarate,3.64246105,EX_fum_e,Fumarate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
3C02,galactose,2.889423403,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,0,1,4.293485182258497,0,0,0,org_agree
3C02,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
3C02,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,1,2.288776806884538,1,0,0,single_rescue
